sensor,x_gt,y_gt,vx_gt,vy_gt,p_x,p_y,vx,vy,RMSE_x,RMSE_y,RMSE_vx,RMSE_vy
L,-25.3402,4.07353,2.43989,4.26125,-25.5314,3.97988,2.4247,4.12885,0.20997,0.225161,0.389975,0.335015
R,-25.2157,4.28514,2.54127,4.20686,-25.4089,4.16339,2.5159,4.06458,0.209932,0.224972,0.389513,0.334688
L,-25.0863,4.49399,2.64071,4.15058,-25.2806,4.3649,2.62004,3.99825,0.209896,0.224792,0.389051,0.334373
R,-24.9518,4.69998,2.73817,4.09251,-25.0883,4.55347,2.72888,3.91898,0.209753,0.224639,0.38859,0.334083
L,-24.8126,4.90303,2.83361,4.03273,-24.9494,4.74758,2.82791,3.84813,0.20961,0.224501,0.388131,0.333809
R,-24.6686,5.10304,2.92701,3.97132,-24.7759,4.94131,2.92998,3.77164,0.209428,0.224373,0.387673,0.333556
L,-24.5201,5.29995,3.01833,3.90839,-24.6271,5.12795,3.0246,3.6962,0.209246,0.224264,0.387217,0.333322
R,-24.367,5.49367,3.10754,3.84401,-24.457,5.29787,3.14828,3.59214,0.209045,0.224202,0.386767,0.333154
L,-24.2095,5.68414,3.19464,3.77827,-24.2974,5.47536,3.23988,3.50974,0.208844,0.224167,0.38632,0.333018
R,-24.0477,5.8713,3.27959,3.71127,-24.1543,5.59044,3.33179,3.40028,0.208663,0.224316,0.385877,0.332968
L,-23.8818,6.05508,3.36239,3.64309,-23.9856,5.75819,3.41963,3.31193,0.20848,0.224513,0.385436,0.332964
R,-23.7117,6.23542,3.44302,3.57383,-23.8324,5.98021,3.43546,3.3021,0.208319,0.224589,0.384988,0.332834
L,-23.5377,6.41227,3.52148,3.50357,-23.6587,6.14311,3.51643,3.21573,0.208159,0.224702,0.384541,0.332737
R,-23.3598,6.58559,3.59775,3.4324,-23.526,6.33891,3.5373,3.19275,0.208071,0.224756,0.384107,0.332552
L,-23.1781,6.75533,3.67185,3.36041,-23.3473,6.49635,3.61287,3.10697,0.20799,0.224841,0.383674,0.332391
R,-22.9928,6.92146,3.74376,3.28768,-23.1358,6.58733,3.68978,2.98971,0.207864,0.225154,0.38324,0.332315
L,-22.804,7.08393,3.8135,3.21431,-22.9496,6.73453,3.76042,2.90036,0.207742,0.225518,0.382808,0.332274
R,-22.6117,7.24273,3.88106,3.14038,-22.7241,6.85593,3.85879,2.7703,0.207573,0.226019,0.38237,0.332366
L,-22.4161,7.39782,3.94647,3.06598,-22.5296,6.99204,3.92515,2.67546,0.207407,0.226594,0.381934,0.332511
R,-22.2173,7.54917,4.00974,2.99118,-22.2921,7.14752,4.0457,2.52888,0.207201,0.227147,0.381501,0.332865
L,-22.0154,7.69679,4.07087,2.91607,-22.0884,7.27136,4.10813,2.42616,0.206994,0.227795,0.381071,0.333306
R,-21.8105,7.84064,4.12989,2.84074,-21.9025,7.53776,4.12504,2.45274,0.206805,0.227994,0.380638,0.333441
L,-21.6026,7.98072,4.18681,2.76526,-21.6949,7.65789,4.18245,2.35352,0.206617,0.228253,0.380206,0.333639
R,-21.392,8.11703,4.24166,2.68971,-21.5274,7.79993,4.19665,2.31639,0.206484,0.228493,0.379782,0.333734
L,-21.1787,8.24957,4.29447,2.61417,-21.3163,7.91327,4.24931,2.21833,0.206354,0.228794,0.379359,0.333888
R,-20.9628,8.37833,4.34526,2.53871,-21.1017,8.15641,4.2576,2.25625,0.206227,0.228779,0.378954,0.333781
L,-20.7444,8.50333,4.39406,2.46341,-20.8878,8.26687,4.3056,2.16325,0.206107,0.228796,0.378551,0.333709
R,-20.5237,8.62457,4.4409,2.38835,-20.6172,8.43264,4.38982,2.05861,0.205924,0.22872,0.378134,0.3337
L,-20.3006,8.74206,4.48582,2.31358,-20.3968,8.53313,4.43394,1.96178,0.205743,0.228678,0.377719,0.333742
R,-20.0753,8.85583,4.52884,2.23919,-20.2032,8.69134,4.42742,1.97559,0.205602,0.228555,0.377328,0.333601
L,-19.848,8.96589,4.57001,2.16524,-19.9809,8.78779,4.4674,1.88344,0.205469,0.228455,0.376938,0.333495
R,-19.6186,9.07227,4.60937,2.09179,-19.7912,8.92002,4.45467,1.8938,0.205402,0.228313,0.37659,0.333255
L,-19.3873,9.17499,4.64694,2.01891,-19.5676,9.01251,4.49081,1.80644,0.20535,0.228188,0.376244,0.333036
R,-19.1542,9.27409,4.68278,1.94666,-19.2954,9.18946,4.54644,1.75474,0.20523,0.227971,0.375882,0.332789
L,-18.9193,9.36959,4.71692,1.8751,-19.0674,9.27498,4.57944,1.66672,0.205121,0.227762,0.375523,0.332566
R,-18.6827,9.46154,4.7494,1.80429,-18.8703,9.3369,4.59256,1.58755,0.205084,0.227587,0.375181,0.332355
L,-18.4446,9.54996,4.78028,1.73429,-18.6401,9.41406,4.62218,1.49912,0.205064,0.227426,0.374842,0.332173
R,-18.2049,9.63492,4.80959,1.66514,-18.3729,9.36582,4.68419,1.25809,0.20499,0.227525,0.374477,0.332356
L,-17.9639,9.71643,4.83737,1.59691,-18.1382,9.42632,4.70899,1.16183,0.204928,0.227681,0.374115,0.332615
R,-17.7214,9.79457,4.86368,1.52964,-17.8672,9.54542,4.7349,1.13004,0.204817,0.22773,0.373755,0.332776
L,-17.4777,9.86936,4.88856,1.46338,-17.63,9.59958,4.75632,1.03622,0.204717,0.22783,0.373399,0.333011
R,-17.2328,9.94087,4.91205,1.39818,-17.3772,9.70569,4.78384,0.979397,0.204605,0.227846,0.37304,0.333221
L,-16.9868,10.0091,4.93421,1.33408,-17.1377,9.75233,4.80205,0.885826,0.204504,0.227913,0.372686,0.333514
R,-16.7396,10.0743,4.95507,1.27113,-16.8789,9.83033,4.82467,0.821279,0.204386,0.227949,0.372332,0.333809
L,-16.4915,10.1362,4.97469,1.20937,-16.6374,9.86908,4.83959,0.728257,0.204277,0.228041,0.371983,0.334197
R,-16.2424,10.1952,4.99311,1.14883,-16.3754,9.97942,4.86367,0.693032,0.20415,0.228015,0.37163,0.334507
L,-15.9924,10.2511,5.01039,1.08956,-16.1321,10.0118,4.87586,0.601275,0.204034,0.22804,0.371283,0.334913
R,-15.7416,10.3041,5.02655,1.03159,-15.8825,10.105,4.88458,0.593574,0.203919,0.227982,0.370943,0.335169
L,-15.4899,10.3543,5.04166,0.974957,-15.6382,10.1325,4.89451,0.505148,0.203816,0.227
