sensor,x_gt,y_gt,vx_gt,vy_gt,p_x,p_y,vx,vy,RMSE_x,RMSE_y,RMSE_vx,RMSE_vy
R,-24.9518,4.69998,2.73817,4.09251,-25.2437,4.76886,1.90259,4.40232,0.152827,0.117712,0.678579,0.54703
L,-24.8126,4.90303,2.83361,4.03273,-25.1023,4.94611,2.02427,4.28958,0.153295,0.117592,0.678918,0.546525
R,-24.6686,5.10304,2.92701,3.97132,-25.0011,5.16059,2.02427,4.28958,0.153963,0.117486,0.679533,0.546099
L,-24.5201,5.29995,3.01833,3.90839,-24.7367,5.36594,2.45329,4.26558,0.15414,0.117392,0.679286,0.545732
R,-24.367,5.49367,3.10754,3.84401,-24.6141,5.57922,2.45329,4.26558,0.154424,0.117327,0.679228,0.545473
L,-24.2095,5.68414,3.19464,3.77827,-24.3366,5.71789,2.8604,4.06936,0.154365,0.117201,0.678625,0.545016
R,-24.0477,5.8713,3.27959,3.71127,-24.1936,5.92136,2.8604,4.06936,0.154346,0.117089,0.678135,0.544654
L,-23.8818,6.05508,3.36239,3.64309,-23.9948,6.05019,3.00705,3.87306,0.154263,0.116953,0.677561,0.544132
R,-23.7117,6.23542,3.44302,3.57383,-23.8444,6.24384,3.00705,3.87306,0.154216,0.116817,0.677099,0.543691
L,-23.5377,6.41227,3.52148,3.50357,-23.6747,6.37711,3.05801,3.71425,0.154178,0.116694,0.676682,0.543155
R,-23.3598,6.58559,3.59775,3.4324,-23.5218,6.56282,3.05801,3.71425,0.154197,0.116564,0.676397,0.542695
L,-23.1781,6.75533,3.67185,3.36041,-23.2209,6.79524,3.44728,3.83707,0.154033,0.116445,0.675701,0.542552
R,-22.9928,6.92146,3.74376,3.28768,-23.0485,6.98709,3.44728,3.83707,0.153878,0.116354,0.675073,0.542568
L,-22.804,7.08393,3.8135,3.21431,-22.8032,7.13115,3.63925,3.71137,0.153701,0.116242,0.674348,0.542467
R,-22.6117,7.24273,3.88106,3.14038,-22.6212,7.31672,3.63925,3.71137,0.153526,0.116163,0.673674,0.542534
L,-22.4161,7.39782,3.94647,3.06598,-22.4677,7.42518,3.56438,3.50857,0.15337,0.116037,0.673151,0.542327
R,-22.2173,7.54917,4.00974,2.99118,-22.2895,7.60061,3.56438,3.50857,0.153233,0.11593,0.672718,0.542271
L,-22.0154,7.69679,4.07087,2.91607,-22.1457,7.74254,3.47396,3.42048,0.153185,0.115819,0.672555,0.542188
R,-21.8105,7.84064,4.12989,2.84074,-21.972,7.91356,3.47396,3.42048,0.153204,0.115739,0.672518,0.542276
L,-21.6026,7.98072,4.18681,2.76526,-21.736,8.02498,3.63768,3.26371,0.153162,0.115627,0.672264,0.542181
R,-21.392,8.11703,4.24166,2.68971,-21.5541,8.18817,3.63768,3.26371,0.153183,0.115546,0.672117,0.542255
L,-21.1787,8.24957,4.29447,2.61417,-21.2539,8.13738,3.94886,2.70094,0.153052,0.115539,0.671559,0.541658
R,-20.9628,8.37833,4.34526,2.53871,-21.0565,8.27242,3.94886,2.70094,0.152944,0.115518,0.671066,0.541103
L,-20.7444,8.50333,4.39406,2.46341,-20.9386,8.44967,3.73974,2.81193,0.153049,0.115416,0.671029,0.540747
R,-20.5237,8.62457,4.4409,2.38835,-20.7516,8.59027,3.73974,2.81193,0.153258,0.115298,0.671098,0.540513
L,-20.3006,8.74206,4.48582,2.31358,-20.4184,8.71366,4.1242,2.76669,0.153188,0.115177,0.670565,0.540333
R,-20.0753,8.85583,4.52884,2.23919,-20.2122,8.852,4.1242,2.76669,0.153153,0.115048,0.670089,0.540304
L,-19.848,8.96589,4.57001,2.16524,-20.0296,8.93959,4.06211,2.63323,0.153222,0.114927,0.669771,0.540154
R,-19.6186,9.07227,4.60937,2.09179,-19.8265,9.07125,4.06211,2.63323,0.153365,0.114799,0.669524,0.540157
L,-19.3873,9.17499,4.64694,2.01891,-19.5668,9.10551,4.21098,2.37707,0.153428,0.114718,0.669096,0.539821
R,-19.1542,9.27409,4.68278,1.94666,-19.3562,9.22437,4.21098,2.37707,0.153553,0.114615,0.668724,0.539604
L,-18.9193,9.36959,4.71692,1.8751,-18.9531,9.28084,4.71737,2.21301,0.153392,0.114565,0.667986,0.539242
R,-18.6827,9.46154,4.7494,1.80429,-18.7173,9.39149,4.71737,2.21301,0.153231,0.114486,0.667251,0.538989
L,-18.4446,9.54996,4.78028,1.73429,-18.4578,9.48828,4.77943,2.17656,0.153064,0.114396,0.666518,0.538795
R,-18.2049,9.63492,4.80959,1.66514,-18.2188,9.59711,4.77943,2.17656,0.152897,0.114284,0.665788,0.538737
L,-17.9639,9.71643,4.83737,1.59691,-17.8949,9.7137,5.00303,2.19698,0.152764,0.114159,0.665104,0.538879
R,-17.7214,9.79457,4.86368,1.52964,-17.6447,9.82355,5.00303,2.19698,0.152639,0.114043,0.66441,0.539193
L,-17.4777,9.86936,4.88856,1.46338,-17.3735,9.91184,5.05829,2.14027,0.152551,0.113936,0.663733,0.539531
R,-17.2328,9.94087,4.91205,1.39818,-17.1206,10.0189,5.05829,2.14027,0.152474,0.11387,0.663046,0.540053
L,-16.9868,10.0091,4.93421,1.33408,-16.8759,10.1337,5.03677,2.161,0.152396,0.113894,0.662344,0.54084
R,-16.7396,10.0743,4.95507,1.27113,-16.6241,10.2418,5.03677,2.161,0.152326,0.114038,0.661637,0.541839
L,-16.4915,10.1362,4.97469,1.20937,-16.4312,10.3331,4.8816,2.11685,0.152188,0.114281,0.660937,0.542894
R,-16.2424,10.1952,4.99311,1.14883,-16.1871,10.4389,4.8816,2.11685,0.152045,0.114717,0.660244,0.544167
L,-15.9924,10.2511,5.01039,1.08956,-15.969,10.3962,4.81341,1.72605,0.151885,0.114791,0.659597,0.544383
R,-15.7416,10.3041,5.02655,1.03159,-15.7283,10.4825,4.81341,1.72605,0.151724,0.114965,0.658963,0.544749
L,-15.4899,10.3543,5.04166,0.974957,-15.5215,10.4128,4.72425,1.31583,0.151568,0.114874,0.658421,0.544394
R,-15.2376,10.
